uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
200915557D,ACRA,XIBU INVESTMENT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-08-24,2009-08-24,LOCAL,10,ANSON ROAD,09,24,INTERNATIONAL PLAZA,079903,na,na,2011-03-27,na,96099,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200915928N,ACRA,XIN CHENG HOME DESIGN PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-08-28,2009-08-28,LOCAL,19,KEPPEL ROAD,03,07,JIT POH BUILDING,089058,na,na,2020-07-31,2019-03-25,43301,na,na,68101,na,na,3,XIN CHENG PROPERTIES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200915965M,ACRA,XCGENCE CONSULTING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-08-29,2009-08-29,LOCAL,46B,ROSYTH ROAD,na,na,na,546212,na,na,2014-01-31,2012-12-28,70201,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200916180D,ACRA,XIN JIA INTERIOR DESIGN PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2009-09-02,2009-09-02,LOCAL,39,WOODLANDS CLOSE,04,10,MEGA@WOODLANDS,737856,na,na,2026-03-31,2025-03-25,31001,na,na,41001,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200916434G,ACRA,XANDRA (SINGAPORE) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-05,2009-09-05,LOCAL,21,BUKIT BATOK CRESCENT,15,74,WCEGA TOWER,658065,na,na,2018-10-31,2017-07-18,28112,"PROVISION OF MARINE RELATED SERVICES SUCH AS REPAIRING,OVER HAULING OF ENGINE",na,72109,"PROVISION OF MARINE RELATED SERVICES SUCH AS REPAIRING,OVER HAULING OF ENGINE",na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200916479M,ACRA,XACT! MANAGEMENT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-07,2009-09-07,LOCAL,126,KEW DRIVE,na,na,na,467998,na,na,2011-04-07,na,82303,EVENT MANAGEMENT AND ORGANISERS,na,na,EVENT MANAGEMENT AND ORGANISERS,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200916600N,ACRA,XPEGIA PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-08,2009-09-08,LOCAL,10,ANSON ROAD,26,04,INTERNATIONAL PLAZA,079903,na,na,2014-01-31,2012-12-20,62011,na,na,62021,na,na,4,XPGESIS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200916958H,ACRA,XINTESYS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2009-09-10,2009-09-10,LOCAL,47,POOLE ROAD,na,na,na,437537,na,na,2025-07-31,na,70201,na,na,62011,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200917288C,ACRA,X-LAB (S) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-16,2009-09-16,LOCAL,5001,BEACH ROAD,06,04,na,199588,na,na,2018-01-02,2016-09-06,72106,na,na,72103,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200917346D,ACRA,XSOSYS TECHNOLOGY (SINGAPORE) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2009-09-16,2009-09-16,LOCAL,10,ANSON ROAD,33,18,INTERNATIONAL PLAZA,079903,na,na,2025-10-31,2024-10-31,62011,SOTWARE DESIGN & DEVELOPMENT,na,62021,SOTWARE DESIGN & DEVELOPMENT,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200917481N,ACRA,XING WANG HOLDINGS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,2009-09-18,2009-09-18,LOCAL,1,RAFFLES PLACE,28,02,ONE RAFFLES PLACE,048616,na,na,2013-06-08,2012-02-09,70209,na,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200917525R,ACRA,X3 TRADING CO. PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-19,2009-09-19,LOCAL,20,MAXWELL ROAD,09,17,MAXWELL HOUSE,069113,na,na,2012-07-20,2011-07-12,47742,na,na,na,na,na,2,X3 BIO INTERNATIONAL,X3 BIO-RESOURCES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200917955M,ACRA,XCUZ TRADE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-28,2009-09-28,LOCAL,1160,DEPOT ROAD,02,02,na,109674,na,na,2011-04-28,na,46900,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
200918016W,ACRA,XING HAI PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2009-09-28,2009-09-28,LOCAL,152,BEACH ROAD,14,03,GATEWAY EAST,189721,na,na,2015-10-31,2014-07-04,56111,na,na,46900,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
